Categoria,Série,Data de Início,Hora de Início,Data Final,Hora de Término,Valor,Unidade de Medida
Uso do Motor,Carga Média,22 ago 2022,00:00,22 ago 2022,23:59,0.56,hr
Uso do Motor,Chave-Ligada,22 ago 2022,00:00,22 ago 2022,23:59,0.45,hr
Uso do Motor,Carga Baixa,23 ago 2022,00:00,23 ago 2022,23:59,0.3,hr
Uso do Motor,Marcha Lenta,23 ago 2022,00:00,23 ago 2022,23:59,1.18,hr
Uso do Motor,Carga Alta,23 ago 2022,00:00,23 ago 2022,23:59,0.91,hr
Uso do Motor,Carga Média,23 ago 2022,00:00,23 ago 2022,23:59,1.11,hr
Uso do Motor,Chave-Ligada,23 ago 2022,00:00,23 ago 2022,23:59,0.07,hr
Uso do Motor,Carga Baixa,24 ago 2022,00:00,24 ago 2022,23:59,0.04,hr
Uso do Motor,Marcha Lenta,24 ago 2022,00:00,24 ago 2022,23:59,0.1,hr
Uso do Motor,Carga Alta,24 ago 2022,00:00,24 ago 2022,23:59,0.0,hr
Uso do Motor,Carga Média,24 ago 2022,00:00,24 ago 2022,23:59,0.01,hr
Uso do Motor,Chave-Ligada,24 ago 2022,00:00,24 ago 2022,23:59,0.04,hr
Uso do Motor,Carga Baixa,25 ago 2022,00:00,25 ago 2022,23:59,0.59,hr
Uso do Motor,Marcha Lenta,25 ago 2022,00:00,25 ago 2022,23:59,0.97,hr
Uso do Motor,Carga Alta,25 ago 2022,00:00,25 ago 2022,23:59,0.52,hr
Uso do Motor,Carga Média,25 ago 2022,00:00,25 ago 2022,23:59,1.57,hr
Uso do Motor,Chave-Ligada,25 ago 2022,00:00,25 ago 2022,23:59,0.09,hr
Uso do Motor,Carga Baixa,26 ago 2022,00:00,26 ago 2022,23:59,0.48,hr
Uso do Motor,Marcha Lenta,26 ago 2022,00:00,26 ago 2022,23:59,0.76,hr
Uso do Motor,Carga Alta,26 ago 2022,00:00,26 ago 2022,23:59,2.85,hr
Uso do Motor,Carga Média,26 ago 2022,00:00,26 ago 2022,23:59,2.49,hr
Uso do Motor,Chave-Ligada,26 ago 2022,00:00,26 ago 2022,23:59,0.05,hr
Uso do Motor,Carga Baixa,27 ago 2022,00:00,27 ago 2022,23:59,0.46,hr
Uso do Motor,Marcha Lenta,27 ago 2022,00:00,27 ago 2022,23:59,0.86,hr
Uso do Motor,Carga Alta,27 ago 2022,00:00,27 ago 2022,23:59,2.55,hr
Uso do Motor,Carga Média,27 ago 2022,00:00,27 ago 2022,23:59,2.11,hr
Uso do Motor,Chave-Ligada,27 ago 2022,00:00,27 ago 2022,23:59,0.5,hr
Uso do Motor,Carga Baixa,29 ago 2022,00:00,29 ago 2022,23:59,0.81,hr
Uso do Motor,Marcha Lenta,29 ago 2022,00:00,29 ago 2022,23:59,2.0,hr
Uso do Motor,Carga Alta,29 ago 2022,00:00,29 ago 2022,23:59,2.4,hr
Uso do Motor,Carga Média,29 ago 2022,00:00,29 ago 2022,23:59,2.56,hr
Uso do Motor,Chave-Ligada,29 ago 2022,00:00,29 ago 2022,23:59,0.04,hr
Uso do Motor,Carga Baixa,30 ago 2022,00:00,30 ago 2022,23:59,0.88,hr
Uso do Motor,Marcha Lenta,30 ago 2022,00:00,30 ago 2022,23:59,0.67,hr
Uso do Motor,Carga Alta,30 ago 2022,00:00,30 ago 2022,23:59,2.97,hr
Uso do Motor,Carga Média,30 ago 2022,00:00,30 ago 2022,23:59,3.33,hr
Uso do Motor,Chave-Ligada,30 ago 2022,00:00,30 ago 2022,23:59,0.08,hr
Uso do Motor,Carga Baixa,31 ago 2022,00:00,31 ago 2022,23:59,0.81,hr
Uso do Motor,Marcha Lenta,31 ago 2022,00:00,31 ago 2022,23:59,0.82,hr
Uso do Motor,Carga Alta,31 ago 2022,00:00,31 ago 2022,23:59,0.44,hr
Uso do Motor,Carga Média,31 ago 2022,00:00,31 ago 2022,23:59,1.2,hr
Uso do Motor,Chave-Ligada,31 ago 2022,00:00,31 ago 2022,23:59,0.18,hr
Uso do Motor,Carga Baixa,1 set 2022,00:00,1 set 2022,23:59,0.0,hr
Uso do Motor,Marcha Lenta,1 set 2022,00:00,1 set 2022,23:59,0.0,hr
Uso do Motor,Carga Alta,1 set 2022,00:00,1 set 2022,23:59,0.0,hr
Uso do Motor,Carga Média,1 set 2022,00:00,1 set 2022,23:59,0.0,hr
Uso do Motor,Chave-Ligada,1 set 2022,00:00,1 set 2022,23:59,0.15,hr
Uso do Motor,Carga Baixa,2 set 2022,00:00,2 set 2022,23:59,0.02,hr
Uso do Motor,Marcha Lenta,2 set 2022,00:00,2 set 2022,23:59,0.01,hr
Uso do Motor,Carga Alta,2 set 2022,00:00,2 set 2022,23:59,0.0,hr
Uso do Motor,Carga Média,2 set 2022,00:00,2 set 2022,23:59,0.01,hr
Uso do Motor,Chave-Ligada,2 set 2022,00:00,2 set 2022,23:59,0.02,hr
Uso do Motor,Carga Baixa,26 set 2022,00:00,26 set 2022,23:59,0.0,hr
Uso do Motor,Marcha Lenta,26 set 2022,00:00,26 set 2022,23:59,0.06,hr
Uso do Motor,Carga Alta,26 set 2022,00:00,26 set 2022,23:59,0.0,hr
Uso do Motor,Carga Média,26 set 2022,00:00,26 set 2022,23:59,0.0,hr
